id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
62371,"Passagem Marcilio Pinheiro - Curuçambá, Ananindeua - PA, 67146-394, Brasil",Norte,Pará,ANANINDEUA,CURUCAMBA,,,-1.3254193938369891,-48.38074174195439,"05/02/2024, 10:00:00",true,true,29ºBPM,Ação policial,,,false,77dcad0c-3551-4332-85ee-d6a33ef4e0ee,People,wounded,Sem identificação,,Agent,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,soldado,em serviço,29ºBPM
62388,"R. SN 05, 05 - Castanhal, PA, Brasil",Norte,Pará,CASTANHAL,FONTE BOA,,,-1.2783599344979018,-47.954595649840186,"05/02/2024, 17:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,2fd5600d-c424-4cfd-8b29-f5db20763dec,People,dead,Sem identificação,"05/02/2024, 17:30:00",Civilian,23,adulto,homem cis,Negra,outros,não identificado,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62388,"R. SN 05, 05 - Castanhal, PA, Brasil",Norte,Pará,CASTANHAL,FONTE BOA,,,-1.2783599344979018,-47.954595649840186,"05/02/2024, 17:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,2285aa86-0602-4eb7-aa52-626ff5f605c7,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62399,"R. Preto Patriota - Barcarena, PA, 68447-000, Brasil",Norte,Pará,BARCARENA,LARANJAL,,,-1.5202169690167158,-48.67089934847351,"06/02/2024, 09:00:00",true,true,14° BPM,Ação policial,,,false,66641064-7b8b-4dc6-bfa3-f1baa9229c75,People,dead,Sem identificação,"06/02/2024, 09:00:00",Civilian,31,adulto,homem cis,Negra,residência,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62396,"Manoel Barata - Campina, Belém - PA, 66019-050, Brasil",Norte,Pará,BELEM,CAMPINA,,,-1.4524964244692156,-48.500311738083006,"06/02/2024, 10:00:00",true,true,Sem informação,Tentativa/Roubo,,,false,88aace6f-af65-43f4-8304-ab521c153384,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,shopping,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62416,"Estr. Abacatal - Pato Macho, Ananindeua - PA, 67000-000, Brasil",Norte,Pará,ANANINDEUA,AGUAS BRANCAS,,,-1.398309327477322,-48.36232904689973,"07/02/2024, 08:00:00",false,false,Não se aplica,Disputa,,,false,f5ed7209-7cb5-4cc2-a848-19af93766ee6,People,dead,Sem identificação,"07/02/2024, 08:00:00",Civilian,37,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62433,"Passagem Eduardo - Terra Firme, Belém - PA, 66070-150, Brasil",Norte,Pará,BELEM,TERRA FIRME,,,-1.449723376236513,-48.454757916708715,"07/02/2024, 19:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,5e7063d2-c978-4cc6-aeae-d2f38e786575,People,dead,Sem identificação,"07/02/2024, 19:00:00",Civilian,,adulto,homem cis,Branca,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62434,"Passagem do Triângulo - Campina de Icoaraci, Belém - PA, 66813-530, Brasil",Norte,Pará,BELEM,CAMPINA DE ICOARACI,,,-1.3001409453490183,-48.47041847298386,"07/02/2024, 22:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,5de90238-470f-45f4-b36a-cdb846ae588e,People,dead,Sem identificação,"07/02/2024, 22:30:00",Civilian,25,adulto,homem cis,Negra,automóvel,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62437,"Tv. Alferes Costa - Sacramenta, Belém - PA, 66123-030, Brasil",Norte,Pará,BELEM,SACRAMENTA,,,-1.411407886670421,-48.47821555545641,"08/02/2024, 01:00:00",true,true,ROMU Guarda Municipal | PM,Tentativa/Roubo,,Perseguição,false,670d23a1-94ca-4645-af59-255847b61e67,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62471,"P2FH+8W Castanhal, PA, Brasil",Norte,Pará,CASTANHAL,SALLES JARDIM,,,-1.2767117,-47.970171,"09/02/2024, 15:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,447d794e-3e26-4e33-a6ce-64771c9b2c5d,People,dead,Sem identificação,"09/02/2024, 15:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62919,"BR-316, 304 - Atalaia, Ananindeua - PA, 67013-000, Brasil",Norte,Pará,ANANINDEUA,ATALAIA,,,-1.3873159075783739,-48.426873581766,"09/02/2024, 16:30:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,8e98cdba-5a88-49b6-95e3-36ef75e731fe,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,shopping,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62480,"PA-483, 721 - Distrito Industrial de Barcarena - Vila do Conde, Barcarena - PA, 68445-000, Brasil",Norte,Pará,BARCARENA,VILA DO CONDE,DISTRITO INDUSTRIAL DE BARCARENA,,-1.5821323519021409,-48.729651212425104,"11/02/2024, 00:30:00",false,true,Não se aplica,Homicidio/Tentativa,,,false,73308408-509f-47cb-9815-5cf428ee09dd,People,dead,Sem identificação,"11/02/2024, 08:41:00",Agent,,adulto,homem cis,Negra,posto de gasolina,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,soldado,fora de serviço,14º BPM
62510,"R. da Balsa - Zita Cunha, Barcarena - PA, 68445-000, Brasil",Norte,Pará,BARCARENA,ZITA CUNHA,,,-1.5224244360061596,-48.62775367326526,"12/02/2024, 11:00:00",true,true,14° BPM,Operação policial,,,false,17745a69-af4e-40ef-b0c5-090906e17c13,People,dead,Sem identificação,"12/04/2024, 11:00:00",Civilian,22,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62510,"R. da Balsa - Zita Cunha, Barcarena - PA, 68445-000, Brasil",Norte,Pará,BARCARENA,ZITA CUNHA,,,-1.5224244360061596,-48.62775367326526,"12/02/2024, 11:00:00",true,true,14° BPM,Operação policial,,,false,65c41888-8441-4bcc-9bd4-874ae3d1dc28,People,dead,Sem identificação,"12/04/2024, 11:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62495,"Ramal da Ponta da Montanha - Vila do Conde, Barcarena - PA, Brasil",Norte,Pará,BARCARENA,VILA DO CONDE,,,-1.5818732,-48.7641478,"12/02/2024, 11:00:00",true,true,14º BPM,Ação policial,,,false,cef2fa9d-8362-4985-bae4-41b96e2d0e18,People,dead,Sem identificação,"12/02/2024, 11:00:00",Civilian,25,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62594,"Tv. Uxiteua II, 1448 - Bairro Novo, Santa Izabel do Pará - PA, 68790-000, Brasil",Norte,Pará,SANTA IZABEL DO PARA,BAIRRO NOVO,,,-1.3097120848526582,-48.158083662152244,"14/02/2024, 19:00:00",false,false,Não se aplica,Tentativa/Roubo,,,false,38001bd0-bd50-405c-bce6-05bc99687ffe,People,dead,Sem identificação,"14/02/2024, 19:00:00",Civilian,51,adulto,homem cis,Negra,residência,em serviço,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62586,"Estr. do Aurá - Residencial Padre Pietro Geroso, águas brancas, Ananindeua - PA, 67033-765, Brasil",Norte,Pará,ANANINDEUA,AGUAS BRANCAS,,RESIDENCIAL PADRE PIETRO GEROSA,-1.4003078603195531,-48.36737570496285,"16/02/2024, 05:00:00",false,true,Não se aplica,Homicidio/Tentativa,,,false,000ea5a9-b04b-4e0d-b412-c314ea6040b2,People,dead,Sem identificação,"16/02/2024, 05:00:00",Agent,44,adulto,homem cis,Negra,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia penal,agente penitenciário,aposentado / exonerado,sem informação
62598,"Praça João Dias Paes - Sacramenta, Belém - PA, 66120-720, Brasil",Norte,Pará,BELEM,SACRAMENTA,,,-1.4184310540072105,-48.48011435767128,"16/02/2024, 09:30:00",true,true,1º BPM,Tentativa/Roubo,,,false,5735209e-ec0c-40ce-84d2-8dafd08243a9,People,dead,Sem identificação,"16/02/2024, 09:30:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62598,"Praça João Dias Paes - Sacramenta, Belém - PA, 66120-720, Brasil",Norte,Pará,BELEM,SACRAMENTA,,,-1.4184310540072105,-48.48011435767128,"16/02/2024, 09:30:00",true,true,1º BPM,Tentativa/Roubo,,,false,77bb16e4-4c82-4267-87db-a04e118a102b,People,wounded,Sem identificação,,Civilian,,adulto,não identificado,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62598,"Praça João Dias Paes - Sacramenta, Belém - PA, 66120-720, Brasil",Norte,Pará,BELEM,SACRAMENTA,,,-1.4184310540072105,-48.48011435767128,"16/02/2024, 09:30:00",true,true,1º BPM,Tentativa/Roubo,,,false,99cd5850-ba40-486a-b31c-182cebb96e25,People,wounded,Sem identificação,,Civilian,,adulto,não identificado,Não identificado,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62614,"Estrela - Residencial Parque dos Buritis, Parque dos Buritis, Castanhal - PA, 68740-001, Brasil",Norte,Pará,CASTANHAL,ESTRELA,,RESIDENCIAL PARQUE DOS BURITIS,-1.264066348816922,-47.93678202030756,"16/02/2024, 12:00:00",true,true,3º BME,Operação policial,,Perseguição,false,de4e1dfc-0c0d-47cf-b5e1-8bac89b28568,People,dead,Sem identificação,"16/02/2024, 12:00:00",Civilian,23,adulto,homem cis,Branca,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62603,"Av. Zacarias de Assunção - Distrito Industrial, Ananindeua - PA, 67030-180, Brasil",Norte,Pará,ANANINDEUA,DISTRITO INDUSTRIAL,,,-1.3495715438158202,-48.36245379150501,"16/02/2024, 15:30:00",false,true,NÃO SE APLICA,Tentativa/Roubo,,,false,0c1b7712-e940-4a80-ac72-46b337dd9edc,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,outros,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62603,"Av. Zacarias de Assunção - Distrito Industrial, Ananindeua - PA, 67030-180, Brasil",Norte,Pará,ANANINDEUA,DISTRITO INDUSTRIAL,,,-1.3495715438158202,-48.36245379150501,"16/02/2024, 15:30:00",false,true,NÃO SE APLICA,Tentativa/Roubo,,,false,a2697fbe-18a0-4712-9f5e-b1910d30c1b7,People,wounded,Sem identificação,,Agent,,adulto,homem cis,Negra,outros,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,soldado,fora de serviço,28°BPM
62623,"Residencial Viver Melhor Marituba - Novo Horizonte, Marituba - PA, 67105-000, Brasil",Norte,Pará,MARITUBA,NOVO HORIZONTE,,,-1.3619145233753387,-48.323511469358664,"16/02/2024, 18:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,a1a4c5b2-5594-4ac0-b003-d28d29d1a3bb,People,dead,Sem identificação,"16/02/2024, 18:00:00",Civilian,44,adulto,mulher cis,Branca,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62617,"Tv. Vinte de Fevereiro - Guamá, Belém - PA, 66075-335, Brasil",Norte,Pará,BELEM,GUAMA,,,-1.4750823315082637,-48.46052123556551,"16/02/2024, 19:00:00",true,true,28º BPM,Ação policial,,,false,23176905-ba4f-4a06-8cfd-5416f7e68cdb,People,dead,Sem identificação,"16/02/2024, 19:00:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62637,"Alça Viária (PA-483) - Barcarena, PA, Brasil",Norte,Pará,BARCARENA,,,,-1.6970622589655402,-48.473989222396604,"17/02/2024, 07:00:00",false,false,Não se aplica,Não identificado,,,false,3bdc713a-e261-4e7b-b217-d036acba27fb,People,dead,Encontro de cadáver,"17/02/2024, 07:00:00",Civilian,35,adulto,homem cis,Branca,sem identificação,não se aplica,Outros,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62674,"Al. Floresta - Parque Verde, Belém - PA, 66635-245, Brasil",Norte,Pará,BELEM,PARQUE VERDE,,,-1.3612401566510677,-48.44378308220513,"17/02/2024, 07:00:00",true,true,24° BPM,Ação policial,,,false,f19fff8c-4050-475a-ba01-c01488d27617,People,dead,Sem identificação,"17/02/2024, 07:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62667,"Estr. do Benguí - Benguí, Belém - PA, 66630-280, Brasil",Norte,Pará,BELEM,BENGUI,,,-1.3707948445262608,-48.45264097671277,"17/02/2024, 22:00:00",true,true,24º BPM,Ação policial,,,false,e04257b4-1eae-454d-a367-5520832913dc,People,dead,Sem identificação,"17/02/2024, 22:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62677,"Passagem Motorizada - Condor, Belém - PA, 66033-530, Brasil",Norte,Pará,BELEM,CONDOR,,,-1.471950099686648,-48.482854120305085,"19/02/2024, 14:00:00",true,true,20° BPM,Ação policial,,,false,9db0ca4b-9b53-4135-a1cf-b3536ee89ce2,People,dead,Sem identificação,"19/02/2024, 12:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62696,"Tv. Oliveira - Distrito Industrial, Ananindeua - PA, 67035-420, Brasil",Norte,Pará,ANANINDEUA,DISTRITO INDUSTRIAL,,,-1.3402290931459613,-48.36400236929846,"19/02/2024, 23:10:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,a654d68b-0466-4258-ae5a-05b1217ef989,People,dead,Sem identificação,"19/02/2024, 23:10:00",Civilian,23,adulto,homem cis,Negra,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62696,"Tv. Oliveira - Distrito Industrial, Ananindeua - PA, 67035-420, Brasil",Norte,Pará,ANANINDEUA,DISTRITO INDUSTRIAL,,,-1.3402290931459613,-48.36400236929846,"19/02/2024, 23:10:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,640f3e07-4986-46cb-83a0-fbe364be3f11,People,dead,Sem identificação,"19/02/2024, 23:10:00",Civilian,19,adulto,mulher cis,Branca,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62701,"Tv. São Cristóvão - Guamá, Belém - PA, 66918-380, Brasil",Norte,Pará,BELEM,GUAMA,,QUEBRADA GORETE - SAO CRISTOVAO,-1.4666873666550835,-48.47126858003631,"20/02/2024, 12:45:00",true,true,37° BPM,Ação policial,,,false,55d61f20-e3b8-45c8-a31b-61dc66b244ec,People,dead,Sem identificação,"20/02/2024, 12:45:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62712,"Passagem Tancredo Neves, 116 - Telégrafo, Belém - PA, 66113-610, Brasil",Norte,Pará,BELEM,TELEGRAFO,,,-1.4197726782949536,-48.48530296452574,"20/02/2024, 20:15:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,bd5ce075-f878-466a-a0ba-baf3d336b2a1,People,dead,Sem identificação,"20/02/2024, 20:15:00",Civilian,30,adulto,mulher cis,Negra,sem identificação,não se aplica,Gestante,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62764,"Rua Cavalcante - Centro, Ananindeua - PA, 67030-045, Brasil",Norte,Pará,ANANINDEUA,CENTRO,,,-1.3631108,-48.3826982,"22/02/2024, 19:00:00",true,true,Sem informação,Ação policial,,Perseguição,false,07bca7c4-7579-46e1-b7e1-7e429d13c383,People,dead,Sem identificação,"22/02/2024, 19:00:00",Civilian,,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62764,"Rua Cavalcante - Centro, Ananindeua - PA, 67030-045, Brasil",Norte,Pará,ANANINDEUA,CENTRO,,,-1.3631108,-48.3826982,"22/02/2024, 19:00:00",true,true,Sem informação,Ação policial,,Perseguição,false,3977aecc-37e1-4724-b9d1-6e4ebf0cf3bb,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,residência,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62763,"Rua Ivanilton da Silva - Saudade I, Castanhal - PA, 68741-360, Brasil",Norte,Pará,CASTANHAL,SAUDADE,,,-1.312108152245249,-47.937314180202584,"23/02/2024, 00:40:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,3e6aee4f-d4ab-4620-be8a-3181631d5e9f,People,dead,Sem identificação,"23/02/2024, 00:40:00",Civilian,,adulto,homem cis,Negra,residência,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62782,"R. Principal - Decouville, Marituba - PA, 67105-290, Brasil",Norte,Pará,MARITUBA,DECOUVILLE,,,-1.3852885499917662,-48.32619536688011,"23/02/2024, 20:00:00",true,true,"37° BPM, BOPE",Operação policial,,,false,c09c1ae5-dda5-47fe-bbef-ad02dbee572a,People,dead,Sem identificação,"23/02/2024, 20:00:00",Civilian,,não identificado,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62782,"R. Principal - Decouville, Marituba - PA, 67105-290, Brasil",Norte,Pará,MARITUBA,DECOUVILLE,,,-1.3852885499917662,-48.32619536688011,"23/02/2024, 20:00:00",true,true,"37° BPM, BOPE",Operação policial,,,false,2965dc68-3f16-4f7c-b0cd-5afe837be129,People,wounded,Sem identificação,,Agent,,adulto,homem cis,Branca,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,sargento,em serviço,BOPE
62794,"Passagem São Lázaro - Guamá, Belém - PA, 66075-240, Brasil",Norte,Pará,BELEM,GUAMA,,,-1.472255609900515,-48.46569930850335,"23/02/2024, 22:15:00",false,false,,Não identificado,,,false,0315f4f9-a7a6-4f1c-8606-a92f27d63eef,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62794,"Passagem São Lázaro - Guamá, Belém - PA, 66075-240, Brasil",Norte,Pará,BELEM,GUAMA,,,-1.472255609900515,-48.46569930850335,"23/02/2024, 22:15:00",false,false,,Não identificado,,,false,3aeb6ace-c274-4d35-b2c3-dab6cc2c6db9,People,dead,Sem identificação,"19/02/2024, 22:15:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62792,"Passagem Napoleão Laureano - Quebrada Napoleão, Guamá, Belém - PA, 66073-420, Brasil",Norte,Pará,BELEM,GUAMA,,QUEBRADA NAPOLEAO,-1.4599711057119795,-48.460004382052475,"24/02/2024, 08:00:00",true,true,NÃO IDENTIFICADO,Ação policial,,,false,7fa042ad-9fa1-44d1-a357-43c79feb0bd5,People,dead,Sem identificação,"24/02/2024, 08:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62866," Santa Bárbara do Pará - PA, 68798-000, Brasil",Norte,Pará,SANTA BARBARA DO PARA,PAU DARCO,,,-1.2432746050290482,-48.27302206464563,"25/02/2024, 21:00:00",true,true,Sem informação,Ação policial,,,false,637ef39d-d1ac-498a-ba50-9740fe50ec27,People,dead,Sem identificação,"25/02/2024, 21:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62870,"Tv. Colina, Curuçambá, Ananindeua - PA, 67145-720, Brasil",Norte,Pará,ANANINDEUA,CURUCAMBA,,CONJUNTO AMAPA-RORAIMA,-1.336646849906881,-48.37640441963271,"27/02/2024, 13:05:00",true,true,"29° BPM, ROTAM",Ação policial,,,false,e9fc4ddd-1023-43d0-86ec-ce9771fbe087,People,dead,Sem identificação,"27/02/2024, 13:05:00",Civilian,,adulto,homem cis,Negra,barbearia,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62896,"Rua Decouville - Invasão do Pet, Bairro Decouville, Marituba - PA, Brasil",Norte,Pará,MARITUBA,DECOUVILLE,,INVASAO DO PET,-1.3755863,-48.3284667,"28/02/2024, 09:05:00",true,true,21° BPM,Ação policial,,,false,891f05ac-b9db-49f6-99f5-0affcbffa05b,People,dead,Sem identificação,"28/02/2024, 09:05:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62901,"Passagem São João, 53 - Jiboia Branca, Ananindeua - PA, 67120-512, Brasil",Norte,Pará,ANANINDEUA,JIBOIA BRANCA,,,-1.3517516030919137,-48.42121076094693,"28/02/2024, 10:00:00",true,true,6° BPM,Ação policial,,,false,4440ae69-6de9-4114-baf2-4a15696ca475,People,dead,Sem identificação,"28/02/2024, 10:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62923,"Rua dos Timbiras - Cremação, Belém - PA, 66045-520, Brasil",Norte,Pará,BELEM,CREMACAO,,,-1.4618270671682856,-48.48131672208123,"28/02/2024, 18:00:00",false,false,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,f6a27cc2-6a79-415b-a974-f66d50bc57d4,People,dead,Sem identificação,"28/02/2024, 18:00:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62927,"Passagem Santa Clara - Santa Clara, Marituba - PA, 67105-740, Brasil",Norte,Pará,MARITUBA,SANTA CLARA,,,-1.3930900778636752,-48.312369574799355,"29/02/2024, 08:30:00",true,true,21°BPM,Ação policial,,,false,45f2c565-6f72-466c-9ff5-13d418a70196,People,dead,Sem identificação,"29/02/2024, 08:30:00",Civilian,,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62929,"Av. Padre Bruno Sechi (Condomínio Cidade Jardim II) - Tapanã, Belém - PA, 66635-008, Brasil",Norte,Pará,BELEM,TAPANA,,,-1.352765870676879,-48.45944873001578,"29/02/2024, 12:45:00",false,false,"NÃO SE APLICA ",Homicidio/Tentativa,,Ataques armados sobre rodas,false,37e1c421-f1e2-462e-9af7-d5c4aa7cf46a,People,dead,Sem identificação,"29/02/2024, 17:00:00",Civilian,,adulto,homem cis,Não identificado,automóvel,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62930,"Tv. Padre Eutíquio - Condor, Belém - PA, 66013-090, Brasil",Norte,Pará,BELEM,CONDOR,,,-1.473920158932599,-48.47315258424449,"29/02/2024, 14:30:00",false,false,NÃO SE APLICA,Homicidio/Tentativa,,Ataques armados sobre rodas,false,9b2946b4-9a7a-4dc8-86a0-8ee90c9d65bb,People,dead,Sem identificação,"29/02/2024, 14:30:00",Civilian,40,adulto,mulher cis,Negra,sem identificação,não se aplica,Outros/PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62937,"Passagem Simão Jatene - Favela da Cosampa,  Marambaia, Belém - PA, 66615-772, Brasil",Norte,Pará,BELEM,MARAMBAIA,,FAVELA DA COSANPA,-1.4027970535181307,-48.464461438637976,"29/02/2024, 18:00:00",false,false,Não se aplica,Homicidio/Tentativa,,,false,1014e409-d27e-4f25-8647-7b6a072dd015,People,dead,Sem identificação,"29/02/2024, 18:00:00",Civilian,,adulto,homem cis,Negra,outros,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
63004,"Conj. Res. Raimundo Cezar Gaspar, Santa Izabel do Pará - PA, 68790-000, Brasil",Norte,Pará,SANTA IZABEL DO PARA,SANTA LUCIA II,,CONJUNTO RAIMUNDO CEZAR GASPAR,-1.3254520417068172,-48.16309850109355,"01/03/2024, 11:00:00",true,true,12° BPM,Ação policial,,,false,dc6fd40b-cb3d-4719-8eda-ac8f7ccef799,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
63004,"Conj. Res. Raimundo Cezar Gaspar, Santa Izabel do Pará - PA, 68790-000, Brasil",Norte,Pará,SANTA IZABEL DO PARA,SANTA LUCIA II,,CONJUNTO RAIMUNDO CEZAR GASPAR,-1.3254520417068172,-48.16309850109355,"01/03/2024, 11:00:00",true,true,12° BPM,Ação policial,,,false,55f47224-f5f9-4ed8-8ba3-99b7f3496fe6,People,wounded,Sem identificação,,Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62972,"Passagem Nossa Sra. Conceicao, 44 - Cidade Velha, Belém - PA, 66020-000, Brasil",Norte,Pará,BELEM,CIDADE VELHA,,,-1.466026241680983,-48.500787900067856,"02/03/2024, 14:00:00",false,false,Não se aplica,Homicidio/Tentativa,,Ataques armados sobre rodas,false,b74ba2b9-6e63-48f3-82ee-acdbf7806570,People,dead,Sem identificação,"02/03/2024, 14:00:00",Civilian,36,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
63008,"Rua Canal do Galo - Telégrafo, Belém - PA, 66087-082, Brasil",Norte,Pará,BELEM,TELEGRAFO,,,-1.4271536756780183,-48.48156943162168,"03/03/2024, 13:00:00",false,false,Não se aplica,Não identificado,,,false,83be93d9-e719-40e8-9693-be8d08f099a3,People,wounded,Sem identificação,,Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62998,"Passagem São Vicente de Paula -Baixada Fluminense, Agulha (Icoaraci), Belém - PA, 66811-420, Brasil",Norte,Pará,BELEM,AGULHA,,BAIXADA FLUMINENSE,-1.3027000683608805,-48.47369844674553,"03/03/2024, 18:00:00",false,false,Não se aplica,Não identificado,,,false,5be9191f-1795-4cfc-b15e-1ef2d0a1e46a,People,dead,Sem identificação,"03/03/2024, 18:00:00",Civilian,33,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
